entity_id,year_of_reporting,coffee_land_with_cover_crop_percent,has_erosion_control,agricultural_land_with_severe_erosion_percent,performs_soil_analysis,soil_analysis_interval,calculates_fertilizer_plan,soil_organic_matter_percent,soil_ph,coffee_land_receiving_organic_fertilizer_percent,organic_fertilizer_kg_per_ha,total_fertilizer_kg_per_ha,organic_fertilizer_percent_of_total,most_used_fertilizer,n_percent,p_percent,k_percent,fertilizer_applied_per_year,coffee_area_ha,yield_gc_per_ha,n_productivity_np,uses_red_listed_agro_inputs,herbicide_application_frequency_per_year,weed_management_practices
1469278379855037842,2024,>75%,Yes,0%,Yes,6,No,2.89,4.53,0.0,,2437.0,0.0,NPK 22-5-5,22.0,5.0,5.0,3900.0,1.6,1875.0,3.5,No,0,combination of practices
1469278379855040862,2024,51%-75%,Yes,0%,Yes,1&2,Yes,3.59,4.84,100.0,21538.0,24614.0,87.5,npk 20-5-5,20.0,5.0,5.0,1999.0,0.65,2308.0,3.75,No,0,hand hoe
1469278379855038442,2024,51%-75%,Yes,0%,Yes,1&2,No,3.42,4.22,100.0,1142.0,1997.0,57.19,npk 20-5-5,20.0,5.0,5.0,599.0,0.7,871.0,5.08,No,0,combination of practices
1469278379855040212,2024,26%-50%,Yes,0%,No,No Analysis,No,0.0,0.0,100.0,2656.0,4531.0,58.62,npk 16-16-8,16.0,16.0,8.0,1500.0,0.8,3750.0,12.5,No,0,combination of practices
1469278379855039053,2024,>75%,Yes,0%,Yes,1&2,Yes,3.28,3.99,100.0,2000.0,4000.0,50.0,npk 20-5-5,20.0,5.0,5.0,3000.0,1.5,1866.66667,4.67,No,0,mowing/cutting
1469278379855038729,2024,26%-50%,Yes,0%,Yes,6,No,2.7,3.46,0.0,0.0,3500.0,0.0,sa,21.0,0.0,0.0,1750.0,0.5,2400.0,3.27,No,1,combination of practices
1469278379855038358,2024,51%-75%,Yes,0%,Yes,1&2,Yes,3.17,3.81,100.0,3500.0,4500.0,77.78,Npk 20-5-6+13s+te,20.0,5.0,6.0,1600.0,1.6,4062.5,20.31,No,0,mowing/cutting
1469278379855037425,2024,>75%,Yes,0%,Yes,1&2,Yes,4.87,4.4,0.0,,2429.0,0.0,SA,21.0,0.0,0.0,2550.0,1.05,2048.0,4.02,No,0,mowing/cutting
1469278379855038409,2024,>75%,Yes,0%,Yes,1&2,Yes,3.59,3.82,100.0,2000.0,3000.0,66.67,Npk 16-16-8,16.0,16.0,8.0,500.0,0.5,4000.0,25.0,No,0,mowing/cutting
1469278379855039084,2024,51%-75%,Yes,1%-25%,Yes,1&2,Yes,4.46,3.92,2.0,10000.0,13000.0,76.92,npk 16-16-8,16.0,16.0,8.0,6000.0,2.0,500.0,1.04,No,3 and more,mowing/cutting
1469278379855040001,2024,>75%,Yes,0%,Yes,1&2,Yes,2.5,4.43,100.0,1667.0,4500.0,37.04,ure,46.0,0.0,0.0,4674.0,1.65,3061.0,2.35,No,0,mowing/cutting
1469278379855038668,2024,>75%,Yes,0%,Yes,1&2,Yes,3.42,4.22,100.0,1818.0,3999.0,45.46,npk 17-15-9 Te,17.0,16.0,9.0,1200.0,0.55,2181.81818,5.88,No,0,mowing/cutting
1469278379855040455,2024,26%-50%,No,0%,Yes,5,Yes,5.89,4.98,100.0,9450.0,9950.0,94.97,npk 20-5-5,20.0,5.0,5.0,400.0,0.8,3125.0,31.25,No,0,combination of practices
1469278379855040422,2024,51%-75%,No,0%,Yes,5,Yes,5.89,4.98,100.0,8000.0,11300.0,70.8,npk 20 -5-5,20.0,5.0,5.0,3300.0,1.0,3000.0,4.55,No,0,combination of practices
1469278379855039608,2024,>75%,Yes,0%,Yes,1&2,Yes,3.81,4.3,100.0,3417.0,5250.0,65.09,ure,46.0,0.0,0.0,550.0,0.3,3333.0,3.95,No,0,mowing/cutting
1469278379855038830,2024,26%-50%,No,0%,No,No Analysis,No,0.0,0.0,100.0,3000.0,4000.0,75.0,npk 17- 7- 17,17.0,7.0,17.0,1000.0,1.0,1000.0,5.88,No,0,combination of practices
1469278379855039042,2024,>75%,Yes,0%,Yes,1&2,Yes,3.28,3.99,100.0,4666.0,6200.0,75.26,NPK 20-5-5,20.0,5.0,5.0,2284.0,1.49,3523.0,11.49,No,0,mowing/cutting
1469883818362505115,2024,>75%,No,0%,No,No Analysis,No,0.0,0.0,100.0,3000.0,3700.0,81.08,npk 20 -5-6,20.0,5.0,6.0,700.0,1.0,1200.0,8.57,No,0,combination of practices
1469883818362505118,2024,51%-75%,No,0%,No,No Analysis,No,0.0,0.0,100.0,0.0,960.0,0.0,Ure 46,46.0,0.0,0.0,960.0,1.0,1200.0,2.72,No,0,combination of practices
1469278379855038999,2024,>75%,Yes,0%,Yes,1&2,Yes,1.97,4.38,100.0,533.0,2533.0,21.04,SA,21.0,0.0,0.0,3000.0,1.5,3333.33333,7.94,No,0,mowing/cutting
1469278379855039728,2024,51%-75%,Yes,0%,Yes,1&2,Yes,3.91,4.1,100.0,11000.0,12050.0,91.29,SA 21,21.0,0.0,0.0,1050.0,1.0,3000.0,13.61,No,0,combination of practices
1469278379855039878,2024,>75%,Yes,0%,Yes,1&2,Yes,3.94,4.1,100.0,6000.0,7500.0,80.0,ure 46,46.0,0.0,0.0,1500.0,1.0,2500.0,3.62,No,0,combination of practices
1469278379855038499,2024,26%-50%,No,0%,Yes,1&2,No,4.33,4.2,100.0,2000.0,2700.0,74.07,ure 46,46.0,0.0,0.0,700.0,1.0,200.0,0.62,No,1,combination of practices
1469278379855039832,2024,>75%,Yes,0%,Yes,1&2,Yes,3.81,4.3,100.0,10000.0,12000.0,83.33,npk 20-5-5,20.0,5.0,5.0,1600.0,0.8,3125.0,7.81,No,0,mowing/cutting
1469278379855037698,2024,>75%,Yes,0%,Yes,3,Yes,3.28,4.41,100.0,694.0,1438.0,48.26,NPK 16-16-8,16.0,16.0,8.0,1405.0,1.888,1324.0,11.12,No,0,combination of practices
1469278379855037177,2024,26%-50%,Yes,0%,Yes,6,No,5.31,4.08,100.0,3142.0,5142.0,61.1,npk 17-7-17,17.0,7.0,17.0,1400.0,0.7,3571.42857,10.5,No,0,combination of practices
1469278379855037185,2024,51%-75%,Yes,0%,Yes,1&2,No,4.69,3.74,100.0,7000.0,9000.0,77.78,NPK 20-5-6,20.0,5.0,6.0,4000.0,2.0,2750.0,6.88,No,0,combination of practices
1469278379855040741,2024,>75%,Yes,0%,Yes,1&2,No,3.68,4.49,100.0,4000.0,6000.0,66.67,NPK 20-10-5,20.0,0.0,0.0,1000.0,0.5,3200.0,8.0,No,0,combination of practices
1469278379855037201,2024,26%-50%,Yes,0%,No,No Analysis,No,0.0,0.0,100.0,26250.0,28500.0,92.11,npk 16-16-8,16.0,16.0,8.0,900.0,0.4,2500.0,6.94,No,0,combination of practices
1469278379855039787,2024,51%-75%,No,0%,Yes,1&2,No,3.81,4.3,100.0,4000.0,6313.0,63.36,16 -16-8,16.0,16.0,8.0,1850.4,0.8,3125.0,8.44,No,0,combination of practices
1469278379855040252,2024,>75%,Yes,0%,Yes,1&2,No,2.08,3.63,100.0,2500.0,3424.0,73.01,ure 46,46.0,0.0,0.0,739.0,0.8,2500.0,5.88,No,0,combination of practices
1469278379855040132,2024,>75%,Yes,0%,Yes,1&2,No,2.23,4.05,100.0,3000.0,4200.0,71.43,ure 46,46.0,0.0,0.0,2400.0,2.0,2500.0,4.53,No,0,combination of practices
1469278379855039488,2024,>75%,Yes,0%,Yes,1&2,Yes,3.81,4.3,100.0,7500.0,9289.0,80.74,ure,46.0,0.0,0.0,849.775,0.475,2526.31579,3.07,No,0,hand hoe
1469278379855040307,2024,51%-75%,Yes,0%,Yes,5,No,2.08,3.63,100.0,2500.0,5700.0,43.86,npk 20-5-5,20.0,5.0,6.0,6400.0,2.0,2605.0,4.07,No,0,mowing/cutting
1469278379855039486,2024,>75%,Yes,0%,Yes,1&2,Yes,2.34,4.6,100.0,3750.0,4800.0,78.13,npk 20-5-6,20.0,5.0,6.0,420.0,0.4,3750.0,17.86,No,0,hand hoe
1469278379855040352,2024,51%-75%,No,0%,Yes,5,Yes,5.89,4.98,100.0,15260.86957,17219.0,88.63,npk ??u trâu,20.0,5.0,5.0,4506.0,2.3,1666.66667,4.25,No,0,mowing/cutting
1469278379855039407,2024,>75%,Yes,0%,Yes,3,Yes,3.81,4.3,100.0,1000.0,3750.0,26.67,npk 20-10-20,20.0,10.0,20.0,1100.0,0.4,2750.0,5.0,No,0,hand hoe
1469278379855040432,2024,51%-75%,Yes,1%-25%,Yes,3,No,1.0,4.98,100.0,1533.0,3133.0,48.93,npk ??u trâu 20-5-5,20.0,5.0,5.0,2312.0,1.445,3252.59516,10.16,No,0,combination of practices
1469278379855038122,2024,>75%,Yes,1%-25%,Yes,1&2,No,3.28,4.45,100.0,2100.0,4350.0,48.28,NPK 16-16-8,16.0,0.0,0.0,2250.0,1.0,5000.0,13.89,No,0,combination of practices
1469278379855040242,2024,26%-50%,Yes,0%,Yes,1&2,Yes,2.25,3.8,0.0,,2000.0,0.0,NPK 20 20 15,20.0,15.0,15.0,2000.0,1.0,2300.0,5.75,No,0,hand hoe
1469278379855039629,2024,51%-75%,Yes,0%,Yes,1&2,Yes,3.81,4.3,100.0,3750.0,5750.0,65.22,ure 46,46.0,0.0,0.0,800.0,0.4,3000.0,3.26,No,0,mowing/cutting
1469883818362505224,2024,>75%,Yes,0%,Yes,1&2,Yes,3.68,4.3,100.0,5600.0,7250.0,77.24,NPK 16-16-8 TE,16.0,16.0,8.0,3795.0,2.0,3043.47826,10.02,No,0,combination of practices
1469278379855040198,2024,>75%,Yes,0%,No,No Analysis,No,0.0,0.0,100.0,3174.0,4444.0,71.42,npk 20-5-5 mùa khô,20.0,5.0,5.0,800.1,0.63,3809.52381,15.0,No,0,hand hoe
1469278379855040099,2024,>75%,Yes,1%-25%,Yes,1&2,No,3.81,4.8,100.0,6000.0,6956.0,86.26,npk 20-5-5,20.0,5.0,5.0,2199.0,2.3,2174.0,11.37,No,0,mowing/cutting
1469278379855038070,2024,>75%,Yes,0%,Yes,1&2,Yes,2.42,3.73,100.0,4035.0,5313.0,75.95,Npk 20-20-15,20.0,0.0,0.0,1900.0,1.49,2354.0,9.23,No,0,combination of practices
1469278379855038552,2024,>75%,Yes,0%,No,No Analysis,No,0.0,0.0,100.0,5357.0,6434.0,83.26,NPK 16-8-16,16.0,0.0,0.0,750.0,0.697,2152.08034,12.5,No,0,combination of practices
1469278379855038690,2024,26%-50%,Yes,0%,Yes,1&2,Yes,4.33,4.42,100.0,7500.0,9250.0,81.08,NPK 20-5-6 +13s+te,20.0,5.0,6.0,3325.0,1.9,2368.0,6.77,No,0,mowing/cutting
1469278379855037403,2024,>75%,Yes,0%,Yes,1&2,Yes,4.87,4.4,100.0,2273.0,3758.0,60.48,NPK 20-5-5 TE,20.0,5.0,5.0,2450.0,1.65,3636.36364,12.24,No,0,combination of practices
1469278379855038672,2024,>75%,Yes,0%,Yes,3,Yes,3.4,4.2,100.0,5500.0,6710.0,81.97,npk20-10-5,20.0,10.0,5.0,847.0,0.7,3571.42857,14.76,No,0,combination of practices
1469278379855037409,2024,>75%,No,0%,No,No Analysis,No,0.0,0.0,100.0,42105.0,46050.0,91.43,ure46,46.0,0.0,0.0,3747.0,0.95,842.10526,0.46,No,0,combination of practices
1469278379855037416,2024,>75%,Yes,0%,Yes,1&2,Yes,4.87,4.4,100.0,1500.0,4500.0,33.33,npk 16 16 8,16.0,16.0,8.0,3000.0,1.0,5000.0,10.42,No,0,hand hoe
1469278379855037520,2024,51%-75%,Yes,0%,Yes,4,Yes,5.57,4.86,70.0,20000.0,21932.0,91.19,NPK 25-5-5,25.0,5.0,5.0,1159.0,0.6,2833.33333,5.87,No,0,hand hoe
1469278379855037251,2024,26%-50%,Yes,0%,Yes,1&2,Yes,3.17,4.4,100.0,8750.0,12776.0,68.49,Ure 46,46.0,0.0,0.0,3221.0,0.8,3750.0,2.02,No,0,mowing/cutting
1469278379855040589,2024,>75%,Yes,0%,Yes,1&2,No,3.98,4.61,100.0,11000.0,13100.0,83.97,npk ??u trâu 20-5-5,20.0,5.0,5.0,2100.0,1.0,3500.0,8.33,No,0,combination of practices
1469278379855036998,2024,>75%,Yes,0%,Yes,3,Yes,5.25,4.2,100.0,2800.0,4900.0,57.14,npk 20-5-5,20.0,5.0,5.0,1050.0,0.5,3000.0,7.14,No,0,combination of practices
1469278379854782610,2024,51%-75%,Yes,0%,No,No Analysis,No,0.0,0.0,0.0,0.0,2833.0,0.0,npk 17-7-17,17.0,7.0,17.0,5666.0,2.0,2000.0,4.15,No,0,mowing/cutting
1469278379855039342,2024,26%-50%,Yes,1%-25%,No,No Analysis,No,0.0,0.0,100.0,3703.0,4258.0,86.97,NPK 17 - 7 -17,17.0,7.0,17.0,300.0,0.54,926.0,9.8,No,0,combination of practices
1469278379855037024,2024,>75%,Yes,0%,Yes,1&2,Yes,4.86,4.76,100.0,2000.0,3650.0,54.79,??u Trâu,20.0,10.0,5.0,1650.0,1.0,3000.0,9.09,No,0,hand hoe
1469278379855036851,2024,51%-75%,Yes,0%,No,No Analysis,No,0.0,0.0,100.0,3750.0,6500.0,57.69,NPK 20-5-5,20.0,5.0,5.0,2200.0,0.8,4375.0,7.95,No,0,combination of practices
1469278379855036956,2024,>75%,Yes,0%,Yes,4,Yes,4.0,4.47,100.0,2000.0,4150.0,48.19,NPK 20-5-6,20.0,5.0,6.0,4300.0,2.0,3000.0,6.98,No,0,mowing/cutting
1469278379855037391,2024,26%-50%,Yes,0%,Yes,3,Yes,4.0,6.0,20.0,100.0,100.0,100.0,bbnn,12.0,15.0,18.0,50.0,1.0,100.0,16.67,No,0,hand hoe
1469278379854640502,2024,26%-50%,Yes,26%-50%,Yes,3,Yes,5.8,0.0,100.0,200.0,1000.0,20.0,npk 15-15-15,15.0,15.0,15.0,1000.0,4.0,4.0,0.11,No,0,mowing/cutting
1469278379854640527,2024,26%-50%,Yes,1%-25%,Yes,1&2,Yes,5.0,5.5,100.0,50.0,225.0,22.22,ure 46,46.0,0.0,0.0,350.0,2.0,6.0,0.07,No,0,combination of practices
1469278379854641314,2024,>75%,Yes,0%,Yes,1&2,Yes,9.4,4.69,100.0,1400.0,3200.0,43.75,NPK ??u trâu,16.0,16.0,8.0,900.0,2.0,3000.0,41.67,No,0,combination of practices
1469278379855036603,2024,51%-75%,Yes,0%,Yes,5,Yes,5.31,4.08,100.0,12400.0,14000.0,88.57,npk 20-5-6,20.0,5.0,6.0,1600.0,1.0,2500.0,7.81,No,0,combination of practices
1469278379855037069,2024,1%-25%,No,1%-25%,Yes,5,Yes,4.93,4.0,100.0,1000.0,5000.0,20.0,npk,25.0,5.0,5.0,1000.0,1.6,5000.0,32.0,No,0,hand hoe
1469278379855037183,2024,>75%,Yes,0%,Yes,3,Yes,3.45,4.36,100.0,14000.0,17260.0,81.11,NPK sao vàng,17.0,17.0,7.0,2040.0,1.0,3500.0,10.09,Yes,0,combination of practices
1469278379855037071,2024,>75%,Yes,>75%,Yes,5,Yes,5.78,5.5,100.0,10000.0,10000.0,100.0,Npk,17.0,7.0,17.0,14.6,2.0,7.0,5.64,Yes,1,hand hoe
1469278379855036960,2024,51%-75%,Yes,0%,Yes,1&2,Yes,3.86,4.36,50.0,5550.0,7550.0,73.51,NPK sao vàng,16.0,16.0,8.0,1.0,0.5,16.0,50.0,Yes,0,mowing/cutting
1469278379855036789,2024,>75%,No,0%,Yes,1&2,Yes,4.69,3.74,100.0,2000.0,4000.0,50.0,npk ??u trâu,20.0,10.0,15.0,4.0,4000.0,4000.0,20000000.0,Yes,0,combination of practices
1469278379855037002,2024,51%-75%,Yes,1%-25%,Yes,4,Yes,85.0,3.74,100.0,3000.0,5500.0,54.55,npk ??u trâu,16.0,16.0,8.0,2.5,1.0,3000.0,7500.0,Yes,0,combination of practices
1469278379855036719,2024,>75%,Yes,0%,Yes,1&2,Yes,4.86,4.76,100.0,4000.0,5800.0,68.97,Npk ??u trâu,20.0,10.0,15.0,900.0,1.0,3500.0,19.44,Yes,0,combination of practices
1469278379855036643,2024,>75%,Yes,1%-25%,Yes,5,Yes,4.41,3.71,100.0,100.0,2400.0,4.16667,NPK,16.0,8.0,16.0,1200.0,1.0,5000.0,375000.0,Yes,0,combination of practices
1469278379855009751,2024,>75%,Yes,1%-25%,Yes,1&2,Yes,5.03,4.03,0.0,,3000.0,0.0,NPK 20-10-10,20.0,10.0,10.0,1800.0,0.6,2833.33333,4.72,No,0,combination of practices
1469278379855040784,2024,>75%,Yes,1%-25%,Yes,1&2,No,3.68,4.49,100.0,1818.0,3318.0,54.79,NPK 20-10-5,20.0,0.0,0.0,3650.0,1.1,1.45,0.0,Yes,3 and more,hand hoe
1469278379855038127,2024,>75%,Yes,0%,Yes,1&2,Yes,5.0,5.5,95.0,300.0,200.0,150.0,npk,46.0,,,1000.0,1.0,3000.0,6.52,Yes,1,hand hoe
